Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g003371:G000521445:JCM18920_2653__GAE80940.1_1	g003371	3371	267747.PPA0384	2.30E-290	1002.7	CYSS	"GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01883	Cysteinyl-tRNA synthetase
pacnes16:g001795:G000217615:TIB1ST10_RS03860__WP_002530964.1_1	g001795	1795	267747.PPA0754	2.40E-268	929.5	MURF	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01929	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide the precursor of murein (By similarity)
pacnes16:g001792:G000217615:TIB1ST10_RS02120__WP_002515086.1_1	g001792	1792	267747.PPA0419	7.00E-284	981.1	COBQ	"GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K02232	"Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation (By similarity)"
pacnes16:g000543:G000144505:HMPREF9563_RS08830__WP_002518590.1_1	g000543	543	267747.PPA0073	4.10E-252	875.5				Transporter Permease Protein
pacnes16:g001079:G000145135:HMPREF9579_RS08445__WP_002524601.1_1	g001079	1079	267747.PPA0097	1.80E-292	1009.6	KATA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03781	Catalase (EC 1.11.1.6)
pacnes16:g000765:G000144815:HMPREF9576_RS02630__WP_002535774.1_1	g000765	765	267747.PPA1287	7.50E-270	934.5				AMP-binding enzyme
pacnes16:g001962:G000240035:TIA2EST22_RS01865__WP_002517164.1_1	g001962	1962	267747.PPA0368	2.30E-266	922.9	ANSP		"K03293,K11737,K11738"	Amino Acid
pacnes16:g000904:G000144875:HMPREF9593_RS10300__WP_002517032.1_1	g000904	904	267747.PPA1629	1.90E-281	973	GND	"GO:0003674,GO:0003824,GO:0004616,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019318,GO:0019320,GO:0019362,GO:0019637,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0044723,GO:0044724,GO:0046365,GO:0046483,GO:0046496,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:1901360,GO:1901564,GO:1901575"	K00033	"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH (By similarity)"
pacnes16:g000293:G000144285:HMPREF9592_RS00355__WP_002518390.1_1	g000293	293	267747.PPA1549	2.30E-279	966.1	SUFB	"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016043,GO:0016226,GO:0016787,GO:0016788,GO:0022607,GO:0031163,GO:0034641,GO:0040007,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360"	"K07033,K09014"	FeS assembly protein sufB
pacnes16:g001900:G000231215:TIIST44_RS06475__WP_002513094.1_1	g001900	1900	765123.HMPREF9621_02342	8.60E-266	921	ANSP		"K03293,K11738"	Amino Acid
pacnes16:g003047:G000521425:JCM18918_2867__GAE77026.1_1	g003047	3047	267747.PPA2113	2.30E-210	736.9	MPRB	"GO:0000160,GO:0003674,GO:0003824,GO:0004721,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016787,GO:0016788,GO:0016791,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023052,GO:0036211,GO:0040007,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0071944"	"K00936,K07653"	Histidine kinase
pacnes16:g000754:G000144795:HMPREF9587_RS10920__WP_002536005.1_1	g000754	754	596328.HMPREF0578_1335	5.30E-74	283.9	BMUL_0778			Amino Acid
pacnes16:g001088:G000145155:HMPREF9586_RS00365__WP_002517663.1_1	g001088	1088	267747.PPA1792	5.00E-274	948.3	NNRD		"K17758,K17759"	"carbohydrate kinase, YjeF related protein"
pacnes16:g000894:G000144875:HMPREF9593_RS06910__WP_002515677.1_1	g000894	894	267747.PPA0821	1.40E-271	940.3	FOLC	"GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0008150,GO:0017076,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043169,GO:0043531,GO:0046872,GO:0046914,GO:0050897,GO:0097159,GO:1901265,GO:1901363"	K11754	folylpolyglutamate synthase
pacnes16:g002098:G000302515:PAC1_RS05100__WP_015011514.1_1	g002098	2098	267747.PPA0987	5.20E-255	885.2	SUGI		K02100	Sugar-transport integral membrane protein
pacnes16:g001237:G000145435:HMPREF9584_RS08370__WP_002526078.1_1	g001237	1237	452652.KSE_42450	1.20E-102	379				"drug resistance transporter, EmrB QacA subfamily"
pacnes16:g002433:G000521385:JCM18909_2436__GAE69241.1_1	g002433	2433	267747.PPA2249	1.30E-237	827.4	GLPB	"GO:0003674,GO:0003824,GO:0004368,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016901,GO:0044237,GO:0044464,GO:0044710,GO:0045333,GO:0055114,GO:0071944"	K00112	Glycerol-3-phosphate dehydrogenase
pacnes16:g000663:G000144755:HMPREF9571_RS11480__WP_002524339.1_1	g000663	663	405948.SeryN2_010100025491	5.60E-84	317	TNPB	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944"	K07496	Transposase
pacnes16:g003995:G001297145:AK827_RS08715__WP_054174166.1_1	g003995	3995	267747.PPA2254	5.40E-244	848.6			"K03293,K11735,K16237"	Amino Acid
pacnes16:g002926:G000521405:JCM18916_749__GAE71416.1_1	g002926	2926	267747.PPA1572	2.00E-134	484.6	CLPP	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K01358	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)
pacnes16:g000803:G000144835:HMPREF9574_RS0111485__pseudo_1	g000803	803	267747.PPA1616	4.30E-185	652.9				UvrD REP helicase
pacnes16:g000164:G000144185:HMPREF9564_RS09805__WP_002519663.1_1	g000164	164	267747.PPA1992	7.40E-270	934.5	PURB	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944"	K01756	Adenylosuccinate lyase
pacnes16:g001944:G000240015:TIA2EST2_RS08080__WP_002518401.1_1	g001944	1944	267747.PPA1644	5.00E-274	948.3	PKAA		K08884	serine threonine protein kinase
pacnes16:g000768:G000144815:HMPREF9576_RS02985__WP_002525647.1_1	g000768	768	267747.PPA1213	1.40E-260	903.7	FUCP		K02429	permease
pacnes16:g002770:G000521405:JCM18916_1960__GAE72517.1_1	g002770	2770	267747.PPA0769	3.70E-269	932.2	PYK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K00873	Pyruvate kinase
pacnes16:g003755:G000735065:PAST3_RS0111720__pseudo_1	g003755	3755	267747.PPA1259	6.60E-48	194.9	LYSA	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006082,GO:0006461,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008836,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016043,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0022607,GO:0030170,GO:0030312,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046451,GO:0048037,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K01586	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine (By similarity)
pacnes16:g003755:G000735065:PAST3_RS0111720__pseudo_2	g003755	3755	267747.PPA1259	8.10E-211	738	LYSA	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006082,GO:0006461,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008836,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016043,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0022607,GO:0030170,GO:0030312,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046451,GO:0048037,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K01586	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine (By similarity)
pacnes16:g001069:G000145135:HMPREF9579_RS03655__WP_002520523.1_1	g001069	1069	267747.PPA1146	7.40E-286	987.6	BGLH		K01223	ec 3.2.1.21
pacnes16:g000545:G000144505:HMPREF9563_RS09925__WP_002518713.1_1	g000545	545	267747.PPA0305	1.50E-267	926.8	HEMG	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00231	protoporphyrinogen oxidase
pacnes16:g003994:G001297145:AK827_RS08570__WP_032503051.1_1	g003994	3994	267747.PPA2281	8.80E-263	911				"Inherit from bactNOG: glutamate mutase, mutL"
pacnes16:g002546:G000521385:JCM18909_3569__GAE70265.1_1	g002546	2546	267747.PPA2113	7.90E-256	887.9	MPRB	"GO:0000160,GO:0003674,GO:0003824,GO:0004721,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016787,GO:0016788,GO:0016791,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023052,GO:0036211,GO:0040007,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0071944"	"K00936,K07653"	Histidine kinase
pacnes16:g001072:G000145135:HMPREF9579_RS03980__WP_002524939.1_1	g001072	1072	262316.MAP0865	1.60E-35	156			K03466	FtsK/SpoIIIE family
pacnes16:g001903:G000231215:TIIST44_RS06550__WP_002513112.1_1	g001903	1903	765123.HMPREF9621_02325	6.70E-287	991.1	CYSS	"GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01883	Cysteinyl-tRNA synthetase
pacnes16:g002143:G000376705:PAGK_RS08585__WP_015588691.1_1	g002143	2143	1051006.HMPREF1162_2162	5.90E-219	765.4				
pacnes16:g001277:G000145535:HMPREF9569_RS07300__WP_002535350.1_1	g001277	1277	1051006.HMPREF1162_1366	3.80E-266	922.2				"Inherit from bactNOG: glutamate mutase, mutL"
pacnes16:g000080:G000144025:HMPREF9613_RS0111330__pseudo_1	g000080	80	765123.HMPREF9621_00531	3.40E-39	166.4	PYRC	"GO:0008150,GO:0040007"	K01465	dihydroorotase
pacnes16:g000080:G000144025:HMPREF9613_RS0111330__pseudo_2	g000080	80	267747.PPA0998	1.60E-200	703.7	PYRC	"GO:0008150,GO:0040007"	K01465	dihydroorotase
pacnes16:g000847:G000144855:HMPREF9589_RS03380__WP_002524637.1_1	g000847	847	267747.PPA0185	5.70E-262	908.3	PBPA	"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008144,GO:0008150,GO:0008658,GO:0009987,GO:0016020,GO:0016043,GO:0022607,GO:0030428,GO:0031406,GO:0033218,GO:0033293,GO:0042546,GO:0043167,GO:0043168,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0070726,GO:0071554,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901681"	K05364	penicillin-binding protein
pacnes16:g003525:G000521445:JCM18920_954__GAE79388.1_1	g003525	3525	267747.PPA2212	2.20E-250	869.8			"K00311,K00313"	HI0933-like protein
pacnes16:g002139:G000376705:PAGK_RS08010__WP_002515207.1_1	g002139	2139	267747.PPA0591	9.90E-267	924.1	LYSP	"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944"	"K03293,K11733"	permease
pacnes16:g000745:G000144795:HMPREF9587_RS08240__WP_002536352.1_1	g000745	745	267747.PPA2286	1.90E-281	973	MANB	"GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0008150,GO:0008152,GO:0009056,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901575"	K01840	Phosphoglucomutase
pacnes16:g001357:G000178055:HMPREF9207_RS07785__WP_032505443.1_1	g001357	1357	267747.PPA1006	1.30E-266	923.7	RIMO	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0018193,GO:0018197,GO:0018198,GO:0018339,GO:0019538,GO:0035596,GO:0035599,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050497,GO:0051536,GO:0051539,GO:0051540,GO:0071704"	"K06168,K14441,K18707"	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12 (By similarity)
pacnes16:g001623:G000194905:HMPREF9344_RS04635__WP_048738621.1_1	g001623	1623	267747.PPA1837	1.50E-222	777.3				Major Facilitator
pacnes16:g001787:G000213155:PAZ_RS10300__WP_002514517.1_1	g001787	1787	1051006.HMPREF1162_2323	1.40E-220	770.8	PDHC	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944"	"K00382,K00627,K00658,K09699"	Dehydrogenase
pacnes16:g000387:G000144385:HMPREF9595_RS04305__WP_002545099.1_1	g000387	387	267747.PPA2331	1.40E-257	893.6			K03292	Inherit from bactNOG: transporter
pacnes16:g000624:G000144735:HMPREF9612_RS09695__pseudo_1	g000624	624	267747.PPA1511	5.50E-265	918.3				beta-lactamase
pacnes16:g003661:G000735055:PAST2_RS08760__WP_002521706.1_1	g003661	3661	267747.PPA1006	7.60E-259	897.9	RIMO	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0018193,GO:0018197,GO:0018198,GO:0018339,GO:0019538,GO:0035596,GO:0035599,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050497,GO:0051536,GO:0051539,GO:0051540,GO:0071704"	"K06168,K14441,K18707"	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12 (By similarity)
pacnes16:g000788:G000144815:HMPREF9576_RS09810__WP_002522730.1_1	g000788	788	1051006.HMPREF1162_1373	5.40E-281	971.5	MANB	"GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0008150,GO:0008152,GO:0009056,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901575"	K01840	Phosphoglucomutase
pacnes16:g002700:G000521405:JCM18916_1105__GAE71741.1_1	g002700	2700	267747.PPA0250	1.30E-146	525			"K00274,K00280"	amine oxidase
pacnes16:g003405:G000521445:JCM18920_2978__GAE81229.1_1	g003405	3405	267747.PPA1869	1.80E-268	929.9	GLTX	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044464,GO:0071944"	"K01885,K09698"	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)
pacnes16:g002966:G000521425:JCM18918_1277__GAE75566.1_1	g002966	2966	267747.PPA0729	1.20E-267	927.2	PKNL	"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018107,GO:0018193,GO:0018210,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0036211,GO:0042304,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0065007,GO:0071704,GO:0071944,GO:0080090"	"K08884,K12132"	Serine Threonine protein kinase
pacnes16:g002175:G000472405:B148_RS0105085__WP_002515155.1_1	g002175	2175	267747.PPA0626	2.40E-260	902.9	PNTB	"GO:0000166,GO:0003674,GO:0003824,GO:0003957,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0008746,GO:0008750,GO:0009117,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016652,GO:0019362,GO:0019637,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0031224,GO:0031226,GO:0034220,GO:0034641,GO:0036094,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046483,GO:0046496,GO:0048037,GO:0050661,GO:0050662,GO:0051179,GO:0051186,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072524,GO:0097159,GO:1901265,GO:1901360,GO:1901363,GO:1901564"	K00325	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)
pacnes16:g000194:G000144205:HMPREF9575_RS04055__WP_002526093.1_1	g000194	194	1051006.HMPREF1162_1363	6.90E-268	927.9			"K01697,K01733"	pyridoxal-5'-phosphate-dependent protein beta subunit
pacnes16:g000047:G000008345:PPA_RS11520__WP_002530890.1_1	g000047	47	267747.PPA2278	6.20E-269	931.4			"K01697,K01733"	pyridoxal-5'-phosphate-dependent protein beta subunit
pacnes16:g001157:G000145175:HMPREF9616_RS08850__WP_002517506.1_1	g001157	1157	267747.PPA0386	3.50E-272	942.2				Lipopolysaccharide kinase (Kdo/WaaP) family
pacnes16:g001229:G000145435:HMPREF9584_RS07815__WP_002550479.1_1	g001229	1229	267747.PPA2201	1.20E-272	943.7	ARGG	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01940	Citrulline--aspartate ligase
pacnes16:g002804:G000521405:JCM18916_2617__GAE73129.1_1	g002804	2804	267747.PPA0494	9.70E-238	827.8	MOEA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	"K03750,K13168"	Molybdenum cofactor synthesis domain protein
pacnes16:g001840:G000221125:HMPREF9205_RS02655__WP_002519754.1_1	g001840	1840	267747.PPA2283	3.60E-261	905.6	CYCA	"GO:0001761,GO:0001762,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015180,GO:0015187,GO:0015711,GO:0015804,GO:0015807,GO:0015808,GO:0015816,GO:0015849,GO:0015893,GO:0016020,GO:0019534,GO:0022857,GO:0022858,GO:0022889,GO:0022891,GO:0022892,GO:0032328,GO:0032329,GO:0034220,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0042940,GO:0042941,GO:0042942,GO:0042943,GO:0042944,GO:0042945,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090484,GO:1901998"	"K03293,K11737,K11738"	Amino Acid
pacnes16:g001610:G000194905:HMPREF9344_RS02865__WP_002523747.1_1	g001610	1610	267747.PPA0759	3.40E-267	925.6	MURC	"GO:0000166,GO:0000270,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008763,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0030203,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0035639,GO:0036094,GO:0040007,GO:0042546,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046872,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576"	"K01921,K01924"	Cell wall formation (By similarity)
pacnes16:g000786:G000144815:HMPREF9576_RS09795__WP_002522726.1_1	g000786	786	1051006.HMPREF1162_1369	2.80E-261	906	CYCA	"GO:0001761,GO:0001762,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015180,GO:0015187,GO:0015711,GO:0015804,GO:0015807,GO:0015808,GO:0015816,GO:0015849,GO:0015893,GO:0016020,GO:0019534,GO:0022857,GO:0022858,GO:0022889,GO:0022891,GO:0022892,GO:0032328,GO:0032329,GO:0034220,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0042940,GO:0042941,GO:0042942,GO:0042943,GO:0042944,GO:0042945,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090484,GO:1901998"	"K03293,K11737"	Amino Acid
